DV0,DV1,DV2,DV3,AIN0,AIN1,AIN2,AIN3,time_stamp_ms
-122,-122,0,0,314,275,275,273,1590285301967
-122,-123,0,0,314,276,275,275,1590285304397
-122,-123,0,0,314,276,276,275,1590285306826
-124,-123,0,0,314,276,275,276,1590285309257
-124,-122,0,0,314,275,274,273,1590285311690
-124,-123,0,0,314,276,275,274,1590285314126
-123,-123,0,0,314,276,276,275,1590285316556
-124,-123,0,0,314,276,276,275,1590285318986
-124,-122,0,-1,314,276,274,273,1590285321417
-124,-122,0,-1,314,277,274,274,1590285323790
-124,-123,0,0,314,276,276,275,1590285326216
-124,-122,0,-1,314,275,274,273,1590285328646
-124,-121,0,-1,314,276,273,273,1590285331077
-123,-121,0,-1,314,275,273,273,1590285333507
-122,-122,0,0,314,275,275,274,1590285335938
-122,-122,0,-1,314,275,274,273,1590285338377
-124,-122,0,-1,314,275,273,273,1590285340806
-122,-121,0,-1,314,275,274,273,1590285343236
-122,-122,0,0,314,276,274,273,1590285345667
-122,-123,0,0,314,276,276,275,1590285348097
-123,-124,0,0,314,276,276,276,1590285350527
-124,-123,0,0,314,276,275,275,1590285352956
-124,-122,0,-1,314,275,273,273,1590285355386
-124,-121,0,-1,314,275,273,273,1590285357816
-122,-121,0,-1,314,275,274,273,1590285360246
-122,-122,0,0,314,275,275,274,1590285362676
-122,-123,0,0,314,276,276,275,1590285365106
-123,-123,0,0,314,276,276,275,1590285367536
-124,-122,0,0,314,276,274,273,1590285369967
-124,-122,0,-1,314,275,273,273,1590285372396
-123,-121,0,-1,314,274,273,273,1590285374826
-122,-121,0,0,314,275,274,273,1590285377256
-122,-123,0,0,314,276,276,275,1590285379687
-123,-124,0,0,314,276,276,276,1590285382117
-124,-123,0,0,314,276,276,275,1590285384546
-123,-124,0,-1,314,276,276,273,1590285386980
-123,-121,0,-1,314,275,273,273,1590285389411
-124,-124,0,0,313,276,276,276,1590285391848
-123,-121,0,-1,313,275,274,273,1590285394287
-122,-122,0,0,313,274,274,273,1590285396717
-123,-123,0,0,313,276,275,275,1590285399146
-123,-124,0,0,313,276,276,275,1590285401576
-124,-124,0,0,313,276,276,275,1590285404006
-125,-123,0,-1,313,275,274,273,1590285406437
-124,-122,0,-1,313,277,274,273,1590285408810
-124,-123,0,0,313,274,274,273,1590285411247
-123,-123,0,0,312,276,275,275,1590285413686
-125,-122,0,-1,312,275,273,272,1590285416116
-124,-122,0,-1,312,275,273,273,1590285418546
-123,-122,0,-1,312,275,274,273,1590285420976
-123,-124,0,0,312,276,276,275,1590285423406
-123,-122,0,-1,312,275,273,273,1590285425846
-123,-122,0,-1,312,275,273,273,1590285428276
-123,-123,0,0,312,276,275,273,1590285430707
-123,-124,0,0,312,276,276,275,1590285433136
-124,-124,0,0,312,276,276,275,1590285435566
-125,-123,0,0,312,276,274,274,1590285437996
-125,-123,0,-1,312,275,273,272,1590285440427
-124,-122,0,-1,312,275,274,273,1590285442857
-123,-123,0,0,312,275,275,273,1590285445287
-123,-124,0,0,312,276,276,275,1590285447716
-124,-124,0,0,312,276,276,276,1590285450147
-125,-123,0,0,312,275,275,274,1590285452576
-125,-123,0,-1,312,275,273,272,1590285455006
-124,-122,0,-1,311,275,274,273,1590285457436
-123,-124,0,0,311,275,275,274,1590285459866
-123,-124,0,0,311,276,276,275,1590285462296
-125,-125,0,0,311,276,276,275,1590285464726
-125,-123,0,0,311,275,274,273,1590285467157
-125,-123,0,0,311,275,273,272,1590285469588
-125,-122,0,-1,311,275,273,273,1590285472016
-123,-123,0,0,312,275,274,274,1590285474446
-123,-124,0,0,312,276,276,275,1590285476876
-124,-124,0,0,312,276,276,276,1590285479306
-125,-124,0,0,312,276,275,274,1590285481736
-125,-123,0,-1,312,277,274,275,1590285484110
-125,-124,0,0,312,276,276,275,1590285486536
-125,-123,0,-1,312,276,273,275,1590285488932
-123,-124,0,0,312,276,273,273,1590285491366
-125,-123,0,-1,312,276,273,273,1590285493796
-123,-122,0,-1,312,275,274,273,1590285496226
-123,-124,0,0,312,276,275,274,1590285498657
-123,-124,0,0,312,276,276,276,1590285501086
-125,-124,0,0,312,276,275,275,1590285503517
-125,-123,0,-1,312,275,273,273,1590285505946
-124,-122,0,-1,312,275,273,273,1590285508376
-124,-123,0,-1,312,275,274,273,1590285510806
-123,-124,0,0,312,276,275,274,1590285513237
-123,-124,0,0,312,276,276,275,1590285515667
-125,-124,0,0,312,276,276,276,1590285518096
-125,-123,0,0,312,276,274,273,1590285520526
-125,-123,0,-1,312,275,273,273,1590285522957
-124,-122,0,-1,312,275,273,273,1590285525386
-123,-123,0,-1,312,276,276,273,1590285527760
-124,-122,0,-1,312,275,273,273,1590285530186
-123,-122,0,-1,312,275,274,273,1590285532616
-123,-124,0,0,312,276,275,274,1590285535046
-123,-124,0,0,312,276,276,275,1590285537476
-124,-124,0,0,312,276,276,276,1590285539906
-125,-123,0,-1,312,275,274,273,1590285542337
-125,-124,0,-1,312,277,274,274,1590285544710
-125,-123,0,0,312,276,275,274,1590285547136
-125,-123,0,-1,312,275,275,273,1590285549567
-125,-124,0,0,312,276,275,275,1590285552007
-124,-124,0,0,312,276,276,276,1590285554436
-125,-123,0,-1,312,275,274,273,1590285556866
-125,-122,0,-1,312,275,273,273,1590285559296
-123,-122,0,-1,312,275,273,273,1590285561726
-123,-124,0,0,312,276,275,274,1590285564156
-124,-124,0,0,312,276,276,275,1590285566587
-125,-124,0,0,312,276,274,275,1590285569031
-124,-124,0,-1,312,276,276,273,1590285571400
-124,-122,0,-1,312,275,273,273,1590285573826
-123,-123,0,0,312,275,274,274,1590285576256
-123,-124,0,0,312,276,276,275,1590285578687
-125,-124,0,0,312,276,276,276,1590285581116
-125,-123,0,-1,312,275,273,273,1590285583546
-125,-122,0,-1,312,275,273,273,1590285585976
-124,-122,0,-1,312,275,274,273,1590285588406
-123,-124,0,0,312,276,276,273,1590285590847
-125,-122,0,-1,312,275,273,273,1590285593276
-123,-122,0,-1,312,275,274,273,1590285595706
-123,-124,0,0,312,276,276,274,1590285598136
-124,-124,0,0,312,276,276,276,1590285600567
-125,-123,0,-1,312,276,274,273,1590285602996
-124,-122,0,-1,312,275,273,273,1590285605426
-123,-123,0,0,312,275,275,274,1590285607857
-123,-124,0,0,312,276,276,275,1590285610286
-125,-124,0,0,312,276,275,274,1590285612716
-125,-123,0,-1,312,275,273,273,1590285615146
-123,-122,0,-1,312,275,274,273,1590285617576
-123,-124,0,0,312,276,275,275,1590285620006
-124,-124,0,0,312,276,276,276,1590285622436
-125,-124,0,-1,312,275,274,273,1590285624867
-124,-122,0,-1,312,275,273,273,1590285627296
-124,-124,0,-1,312,275,273,275,1590285629737
-125,-123,0,-1,312,277,274,275,1590285632110
-125,-124,0,0,312,276,276,275,1590285634536
-125,-123,0,-1,312,275,273,272,1590285636966
-124,-122,0,-1,312,275,274,273,1590285639396
-123,-123,0,0,312,276,274,274,1590285641826
-123,-124,0,0,312,276,276,275,1590285644256
-125,-124,0,0,311,276,276,276,1590285646687
-125,-123,0,-1,311,276,274,276,1590285649060
-125,-125,0,0,311,274,273,273,1590285651496
-124,-123,0,-1,311,275,274,273,1590285653926
-123,-124,0,0,311,276,275,274,1590285656356
-123,-123,0,-1,311,275,273,273,1590285658796
-125,-123,0,-1,311,275,273,273,1590285661226
-124,-123,0,-1,311,275,274,273,1590285663656
-123,-124,0,0,311,276,276,274,1590285666087
-124,-125,0,0,311,276,276,276,1590285668517
-125,-125,0,0,311,275,275,274,1590285670956
-123,-124,0,0,311,276,275,273,1590285673387
-123,-124,0,0,311,276,275,275,1590285675816
-125,-125,0,0,311,276,276,275,1590285678246
-125,-124,0,-1,311,276,274,273,1590285680676
-125,-123,0,-1,311,275,273,272,1590285683106
-124,-122,0,-1,311,275,274,273,1590285685536
-123,-124,0,0,311,276,275,274,1590285687966
-124,-124,0,0,311,276,276,275,1590285690397
-125,-124,0,0,312,276,275,275,1590285692826
-125,-123,0,-1,312,275,273,273,1590285695256
-123,-122,0,-1,312,274,274,273,1590285697687
-123,-124,0,0,312,276,275,274,1590285700116
-123,-124,0,0,312,276,276,275,1590285702548
-125,-123,0,0,312,276,275,274,1590285704976
-125,-122,0,-1,312,275,273,272,1590285707407
-123,-122,0,-1,312,275,274,273,1590285709836
-123,-123,0,0,313,276,275,274,1590285712266
-124,-124,0,0,313,276,276,276,1590285714696
-124,-123,0,-1,313,275,273,273,1590285717126
-123,-121,0,-1,313,275,273,273,1590285719556
-122,-122,0,0,314,275,274,273,1590285721986
-122,-123,0,0,314,276,276,275,1590285724416
-123,-123,0,0,314,276,274,275,1590285726790
-122,-123,0,0,314,276,276,272,1590285729200
-123,-121,0,-1,314,274,276,273,1590285731632
-122,-121,0,0,314,275,274,273,1590285734056
-122,-123,0,0,314,276,276,275,1590285736486
-123,-123,0,0,314,276,275,275,1590285738917
-124,-121,0,-1,314,275,273,272,1590285741347
-122,-121,0,-1,315,275,274,273,1590285743776
-122,-122,0,0,315,276,275,274,1590285746206
-123,-123,0,0,315,276,276,276,1590285748637
-124,-121,0,-1,315,275,273,273,1590285751066
-122,-121,0,-1,315,275,273,272,1590285753516
-123,-120,0,-1,315,275,273,273,1590285755947
-122,-122,0,0,315,276,276,275,1590285758376
-123,-123,0,0,314,276,276,276,1590285760806
-124,-121,0,-1,314,275,273,272,1590285763236
-122,-121,0,-1,314,275,274,273,1590285765666
-122,-123,0,0,314,276,276,275,1590285768096
-124,-123,0,0,314,276,276,274,1590285770526
-123,-121,0,-1,314,275,273,272,1590285772956
-122,-121,0,0,314,275,274,273,1590285775387
-122,-123,0,0,314,276,276,275,1590285777816
-124,-122,0,-1,314,275,274,273,1590285780247
-123,-121,0,-1,315,275,273,273,1590285782677
-121,-122,0,0,315,276,275,274,1590285785106
-123,-123,0,0,315,276,276,275,1590285787536
-123,-121,0,-1,315,275,273,272,1590285789967
-122,-121,0,-1,315,275,274,273,1590285792396
-121,-123,0,0,315,276,276,275,1590285794826
-123,-122,0,0,315,276,274,273,1590285797258
-123,-121,0,-1,315,277,274,273,1590285799630
-123,-121,0,-1,315,275,273,272,1590285802057
-122,-120,0,-1,315,274,274,273,1590285804487
-121,-122,0,0,315,276,276,275,1590285806916
-123,-122,0,0,315,274,273,273,1590285809361
-122,-121,0,0,315,275,274,273,1590285811799
-123,-122,0,0,315,276,276,274,1590285814236
-123,-122,0,0,315,276,275,275,1590285816667
-123,-121,0,-1,315,275,273,272,1590285819097
-122,-120,0,-1,316,275,273,273,1590285821526
-121,-122,0,0,316,276,275,275,1590285823957
-122,-122,0,0,316,276,275,274,1590285826386
-123,-120,0,-1,315,275,273,272,1590285828835
-122,-120,0,-1,315,275,274,273,1590285831290
-123,-122,0,0,316,276,276,275,1590285833726
-122,-122,0,0,316,276,276,275,1590285836156
-123,-121,0,-1,316,275,273,273,1590285838586
-122,-120,0,-1,316,275,273,273,1590285841016
-121,-122,0,0,316,276,275,274,1590285843446
-121,-122,0,0,316,276,276,275,1590285845876
-123,-122,0,0,316,275,274,274,1590285848307
-123,-121,0,-1,316,275,273,272,1590285850736
-121,-120,0,-1,316,275,274,273,1590285853167
-121,-122,0,0,316,276,276,275,1590285855596
-122,-121,0,0,316,275,274,275,1590285857970
-121,-122,0,0,316,276,275,275,1590285860396
-122,-121,0,0,316,276,275,274,1590285862826
-122,-120,0,-1,316,275,273,272,1590285865256
-121,-120,0,-1,316,274,274,273,1590285867686
-121,-122,0,0,316,276,275,275,1590285870116
-122,-121,0,0,316,276,275,275,1590285872546
-123,-121,0,-1,316,275,273,272,1590285874976
-122,-120,0,-1,316,275,274,273,1590285877406
-121,-122,0,0,316,276,276,275,1590285879836
-122,-122,0,0,316,276,275,275,1590285882266
-123,-120,0,-1,315,275,273,272,1590285884696
-121,-120,0,-1,315,274,274,273,1590285887126
-121,-122,0,0,315,276,276,275,1590285889557
-122,-122,0,0,315,273,273,273,1590285891997
-121,-122,0,0,315,276,275,274,1590285894426
-121,-122,0,0,315,274,276,275,1590285896857
-123,-121,0,-1,315,275,276,273,1590285899286
-122,-120,0,-1,315,275,273,273,1590285901716
-121,-122,0,0,315,275,275,273,1590285904146
-122,-123,0,0,315,276,276,275,1590285906577
-123,-121,0,-1,315,275,273,273,1590285909015
-122,-123,0,0,315,276,275,273,1590285911430
-123,-121,0,-1,315,275,273,272,1590285913856
-122,-121,0,-1,315,275,274,273,1590285916287
-122,-122,0,0,314,276,275,274,1590285918716
-123,-123,0,0,314,276,276,275,1590285921147
-124,-121,0,-1,315,275,273,272,1590285923576
-122,-120,0,-1,315,274,274,273,1590285926007
-121,-122,0,0,315,276,275,273,1590285928436
-122,-123,0,0,315,276,276,275,1590285930866
-124,-122,0,0,315,276,275,274,1590285933296
-123,-121,0,-1,314,275,273,272,1590285935727
-122,-121,0,-1,314,274,273,273,1590285938156
-122,-123,0,0,314,276,275,275,1590285940586
-123,-123,0,0,315,276,276,275,1590285943017
-123,-121,0,-1,315,275,274,273,1590285945457
-122,-123,0,0,315,276,275,275,1590285947886
-123,-122,0,0,315,276,275,275,1590285950316
-123,-121,0,-1,315,275,273,272,1590285952746
-122,-120,0,-1,315,274,274,273,1590285955176
-121,-122,0,0,315,276,275,274,1590285957606
-122,-122,0,0,315,276,276,275,1590285960036
-123,-121,0,-1,315,275,275,272,1590285962467
-122,-120,0,-1,315,275,274,273,1590285964896
-121,-122,0,0,315,276,275,275,1590285967326
-122,-122,0,0,315,275,274,275,1590285969703
-121,-122,0,0,315,276,276,275,1590285972126
-123,-121,0,-1,315,275,274,273,1590285974556
-122,-120,0,-1,315,274,273,273,1590285976986
-121,-122,0,0,315,276,275,274,1590285979417
-122,-123,0,0,315,274,274,274,1590285981790
-122,-122,0,0,315,276,276,275,1590285984217
-123,-122,0,0,315,275,274,274,1590285986646
-123,-121,0,-1,315,276,275,275,1590285989086
-123,-122,0,0,315,274,273,273,1590285991529
-122,-121,0,-1,315,275,274,273,1590285993967
-122,-121,0,-1,315,274,273,273,1590285996396
-121,-122,0,0,315,276,275,274,1590285998826
-123,-122,0,0,315,276,276,275,1590286001256
-123,-121,0,-1,315,275,273,272,1590286003687
-122,-121,0,0,315,275,274,273,1590286006116
-122,-123,0,0,315,276,276,276,1590286008547
-123,-121,0,0,315,275,274,273,1590286011005
-121,-122,0,0,315,276,275,273,1590286013437
-122,-123,0,0,315,276,276,276,1590286015866
-124,-121,0,-1,315,275,273,273,1590286018296
-122,-120,0,-1,315,275,274,273,1590286020726
-121,-122,0,0,315,276,276,275,1590286023156
-123,-122,0,0,315,276,274,274,1590286025586
-123,-121,0,-1,315,275,273,273,1590286028016
-121,-122,0,0,315,276,275,274,1590286030446
-122,-123,0,0,314,275,274,275,1590286032820
-123,-123,0,0,314,276,276,276,1590286035246
-124,-122,0,-1,314,275,274,273,1590286037677
-122,-123,0,0,314,276,275,275,1590286040096
-123,-121,0,-1,314,275,273,273,1590286042526
-122,-122,0,0,313,276,275,274,1590286044956
-124,-124,0,0,313,276,273,272,1590286047396
-122,-122,0,0,313,275,275,274,1590286049826
-124,-124,0,0,313,276,275,276,1590286052256
-122,-122,0,0,313,276,273,274,1590286054696
-123,-124,0,0,314,276,276,276,1590286057126
-124,-122,0,-1,314,275,273,275,1590286059557
-122,-121,0,-1,314,276,275,272,1590286061930
-122,-121,0,-1,314,274,274,273,1590286064356
-122,-123,0,0,314,276,275,274,1590286066787
-124,-123,0,0,314,275,275,275,1590286069216
-124,-121,0,-1,314,275,273,273,1590286071646
-122,-122,0,0,314,276,275,274,1590286074076
-123,-124,0,0,313,276,276,276,1590286076506
-124,-122,0,-1,313,275,273,272,1590286078936
-122,-121,0,-1,313,275,274,273,1590286081366
-122,-124,0,0,313,276,276,276,1590286083796
-124,-123,0,0,313,275,274,273,1590286086226
-123,-121,0,-1,313,275,273,273,1590286088656
-122,-123,0,0,313,276,275,275,1590286091087
-124,-124,0,0,313,276,275,275,1590286093516
-124,-122,0,-1,313,275,273,273,1590286095947
-123,-122,0,0,313,275,275,273,1590286098376
-124,-124,0,0,313,276,276,276,1590286100806
-123,-122,0,0,312,275,274,275,1590286103200
-123,-124,0,0,312,276,276,275,1590286105627
-124,-123,0,0,312,275,274,273,1590286108056
-123,-121,0,-1,313,275,273,273,1590286110486
-122,-123,0,0,313,276,275,274,1590286112917
-124,-124,0,0,313,276,276,275,1590286115346
-124,-122,0,-1,313,275,273,272,1590286117776
-122,-122,0,-1,313,275,274,273,1590286120206
-123,-123,0,0,313,276,276,275,1590286122636
-124,-123,0,0,314,276,274,274,1590286125066
-124,-121,0,-1,314,275,273,272,1590286127496
-122,-122,0,0,314,275,275,274,1590286129926
-123,-124,0,0,314,276,276,276,1590286132356
-124,-122,0,-1,314,275,274,273,1590286134786
-123,-121,0,-1,314,275,274,273,1590286137216
-122,-123,0,0,314,276,276,274,1590286139646
-123,-124,0,0,314,275,276,273,1590286142060
-122,-121,0,-1,313,275,274,273,1590286144486
-122,-123,0,0,313,276,275,274,1590286146916
-124,-124,0,-1,313,276,275,273,1590286149280
-123,-121,0,-1,313,277,274,273,1590286151650
-124,-122,0,-1,313,275,273,272,1590286154077
-123,-121,0,-1,313,275,274,273,1590286156506
-122,-123,0,0,313,276,276,275,1590286158937
-124,-124,0,0,313,276,276,276,1590286161366
-124,-122,0,-1,313,275,273,272,1590286163796
-122,-121,0,-1,313,274,273,273,1590286166226
-122,-123,0,0,314,276,275,274,1590286168656
-124,-123,0,0,314,276,276,274,1590286171106
-123,-123,0,0,314,276,276,276,1590286173537
-124,-121,0,-1,314,275,273,272,1590286175966
-122,-121,0,-1,314,274,274,273,1590286178396
-122,-123,0,0,314,276,275,274,1590286180826
-123,-123,0,0,314,276,276,275,1590286183257
-124,-121,0,-1,314,275,273,272,1590286185687
-122,-121,0,-1,314,275,274,273,1590286188116
-122,-123,0,0,314,276,275,274,1590286190547
-123,-123,0,0,314,276,276,276,1590286192977
-124,-122,0,-1,314,275,273,273,1590286195406
-123,-121,0,-1,314,274,273,273,1590286197837
-121,-122,0,0,314,276,275,274,1590286200267
-122,-123,0,0,314,276,276,275,1590286202697
-123,-123,0,0,314,276,274,274,1590286205160
-122,-123,0,0,314,276,276,276,1590286207597
-123,-121,0,-1,314,275,273,273,1590286210037
-122,-123,0,0,314,276,275,274,1590286212467
-123,-124,0,0,314,276,276,276,1590286214897
-124,-122,0,-1,314,275,274,273,1590286217326
-124,-121,0,-1,313,275,273,272,1590286219756
-122,-122,0,-1,313,275,274,273,1590286222186
-122,-123,0,0,313,276,275,275,1590286224617
-124,-124,0,0,313,276,276,276,1590286227046
-122,-122,0,-1,313,275,274,273,1590286229486
-122,-123,0,0,313,275,276,273,1590286231860
-122,-122,0,0,313,275,275,273,1590286234286
-123,-123,0,0,313,276,276,275,1590286236716
-124,-124,0,0,313,276,276,275,1590286239147
-124,-122,0,-1,313,275,273,273,1590286241576
-123,-121,0,-1,313,275,273,275,1590286243990
-123,-123,0,0,313,276,276,275,1590286246417
-124,-124,0,0,313,276,276,275,1590286248846
-124,-123,0,-1,313,277,274,276,1590286251230
-123,-124,0,0,313,276,276,275,1590286253667
-124,-124,0,0,313,275,275,275,1590286256040
-123,-123,0,0,313,276,276,275,1590286258466
-124,-124,0,0,313,276,276,276,1590286260896
-125,-123,0,0,313,276,275,274,1590286263327
-125,-122,0,-1,313,275,273,272,1590286265756
-123,-121,0,-1,313,275,274,273,1590286268186
-122,-123,0,0,313,276,274,273,1590286270617
-123,-124,0,0,313,275,276,274,1590286272990
-123,-122,0,0,313,275,274,274,1590286275417
-123,-123,0,0,313,276,276,275,1590286277846
-124,-124,0,0,313,276,276,276,1590286280277
-124,-123,0,0,313,276,275,274,1590286282706
-125,-122,0,-1,313,275,273,273,1590286285136
-124,-122,0,-1,313,275,273,273,1590286287567
-122,-122,0,0,313,275,274,273,1590286289996
-122,-123,0,0,313,276,275,275,1590286292426
-124,-124,0,0,313,276,276,276,1590286294856
-124,-123,0,0,313,275,274,274,1590286297286
-124,-122,0,-1,313,275,273,273,1590286299717
-123,-121,0,-1,313,275,274,273,1590286302146
-123,-123,0,0,313,276,275,274,1590286304576
-123,-124,0,0,313,276,276,275,1590286307006
-124,-123,0,0,313,274,274,273,1590286309446
-123,-123,0,0,313,275,275,274,1590286311877
-123,-124,0,0,313,276,276,275,1590286314306
-124,-123,0,0,313,276,276,275,1590286316736
-124,-122,0,-1,313,275,273,272,1590286319166
-123,-121,0,-1,313,275,273,273,1590286321597
-123,-123,0,0,313,276,275,274,1590286324026
-123,-124,0,0,313,276,276,275,1590286326456
-124,-124,0,0,313,275,274,275,1590286328830
-123,-123,0,0,313,274,276,273,1590286331240
-124,-123,0,-1,313,275,274,273,1590286333666
-124,-121,0,-1,313,275,273,273,1590286336096
-123,-122,0,-1,313,275,274,273,1590286338526
-123,-123,0,0,313,275,276,273,1590286340900
-123,-121,0,-1,313,275,274,273,1590286343326
-123,-123,0,0,313,276,275,274,1590286345756
-123,-124,0,0,313,276,276,275,1590286348186
-124,-124,0,0,313,276,276,276,1590286350616
-124,-123,0,0,313,276,274,274,1590286353046
-124,-122,0,-1,313,275,273,272,1590286355477
-124,-121,0,-1,313,275,273,273,1590286357907
-123,-122,0,0,313,275,274,273,1590286360336
-123,-124,0,0,313,276,275,274,1590286362767
-123,-124,0,0,312,276,276,275,1590286365196
-125,-124,0,0,312,276,276,275,1590286367626
-124,-123,0,-1,312,276,274,276,1590286370000
-124,-124,0,0,313,276,276,276,1590286372426
-124,-123,0,0,313,276,275,275,1590286374856
-124,-123,0,-1,313,275,273,273,1590286377286
-124,-122,0,-1,313,275,273,273,1590286379716
-123,-122,0,-1,313,275,274,273,1590286382147
-123,-123,0,0,313,276,275,273,1590286384576
-123,-124,0,0,313,276,276,275,1590286387007
-124,-124,0,-1,313,275,276,273,1590286389400
-123,-121,0,-1,313,275,273,273,1590286391830
-124,-123,0,0,313,276,275,275,1590286394266
-124,-123,0,-1,313,276,274,273,1590286396696
-124,-121,0,-1,313,275,273,273,1590286399126
-123,-122,0,-1,313,275,274,273,1590286401556
-123,-123,0,0,313,276,275,274,1590286403986
-123,-124,0,0,313,276,276,275,1590286406416
-124,-124,0,0,313,276,276,275,1590286408846
-123,-124,0,0,313,275,276,273,1590286411230
-124,-121,0,-1,313,275,273,273,1590286413656
-123,-122,0,-1,313,276,275,273,1590286416030
-124,-122,0,-1,313,275,273,272,1590286418457
-123,-121,0,-1,313,275,274,273,1590286420886
-123,-123,0,0,313,276,275,274,1590286423317
-123,-124,0,0,313,276,276,275,1590286425747
-124,-124,0,0,313,276,276,276,1590286428176
-124,-123,0,0,313,276,275,274,1590286430608
-125,-122,0,-1,313,275,273,272,1590286433036
-124,-121,0,-1,313,275,273,273,1590286435467
-123,-122,0,-1,312,275,274,273,1590286437897
-123,-123,0,0,312,276,275,274,1590286440326
-123,-124,0,0,312,276,276,275,1590286442756
-124,-124,0,0,312,276,276,276,1590286445186
-124,-123,0,0,312,275,275,273,1590286447616
-123,-123,0,0,313,276,275,274,1590286450056
-123,-124,0,0,313,276,276,275,1590286452486
-124,-124,0,0,313,275,274,275,1590286454860
-123,-123,0,0,313,276,276,275,1590286457286
-124,-124,0,0,313,276,276,276,1590286459717
-124,-124,0,0,313,276,276,275,1590286462146
-125,-122,0,-1,313,276,273,273,1590286464577
-124,-122,0,-1,313,275,273,273,1590286467006
-123,-122,0,-1,312,274,276,273,1590286469454
-124,-121,0,-1,312,275,274,273,1590286471886
-123,-122,0,0,312,275,274,273,1590286474317
-123,-124,0,0,312,276,275,274,1590286476747
-124,-124,0,0,312,276,276,276,1590286479176
-124,-122,0,-1,312,275,274,273,1590286481617
-123,-124,0,0,312,276,275,274,1590286484046
-124,-124,0,0,312,276,276,276,1590286486476
-125,-123,0,0,312,275,274,273,1590286488906
-124,-122,0,-1,312,275,275,273,1590286491330
-125,-123,0,-1,312,275,273,273,1590286493756
-123,-122,0,-1,312,274,274,273,1590286496186
-123,-123,0,0,312,276,275,274,1590286498617
-123,-124,0,0,312,276,276,276,1590286501046
-125,-123,0,-1,312,276,274,273,1590286503477
-124,-122,0,-1,312,275,274,273,1590286505906
-123,-123,0,0,312,276,275,274,1590286508336
-123,-124,0,0,312,276,276,276,1590286510766
-125,-123,0,0,312,274,274,273,1590286513206
-123,-124,0,0,312,276,275,275,1590286515636
-124,-124,0,0,312,276,276,276,1590286518066
-125,-123,0,-1,312,275,273,272,1590286520496
-123,-122,0,-1,312,275,273,273,1590286522927
-123,-123,0,0,312,276,275,274,1590286525357
-123,-124,0,0,312,276,276,276,1590286527786
-125,-123,0,0,312,275,274,274,1590286530216
-124,-122,0,-1,313,275,273,272,1590286532647
-123,-122,0,0,313,275,274,273,1590286535076
-123,-122,0,0,313,275,273,272,1590286537518
-124,-122,0,-1,313,277,275,273,1590286539890
-124,-122,0,-1,313,275,273,272,1590286542317
-123,-122,0,-1,312,275,274,273,1590286544746
-123,-124,0,0,312,276,275,274,1590286547176
-124,-122,0,0,312,275,274,273,1590286549560
-124,-123,0,-1,312,276,274,275,1590286551957
-123,-123,0,0,312,275,275,274,1590286554396
-123,-124,0,0,312,276,276,275,1590286556826
-124,-124,0,0,312,276,276,275,1590286559256
-125,-123,0,-1,312,275,273,273,1590286561686
-124,-122,0,-1,312,275,273,273,1590286564116
-123,-122,0,0,312,275,274,273,1590286566546
-123,-124,0,0,312,276,276,275,1590286568976
-123,-124,0,0,312,276,274,273,1590286571410
-125,-124,0,0,312,276,275,274,1590286573836
-125,-123,0,-1,312,275,273,273,1590286576266
-124,-122,0,-1,312,275,273,273,1590286578696
-123,-122,0,-1,312,275,274,273,1590286581126
-123,-123,0,0,312,276,275,274,1590286583556
-123,-124,0,0,312,276,276,276,1590286585987
-125,-124,0,0,312,276,275,275,1590286588416
-125,-123,0,-1,312,275,274,273,1590286590846
-124,-122,0,-1,312,275,273,273,1590286593277
-123,-122,0,-1,312,275,274,273,1590286595706
-123,-123,0,0,312,275,275,274,1590286598137
-123,-124,0,0,312,276,276,275,1590286600567
-124,-124,0,0,312,274,275,275,1590286602940
-123,-123,0,0,312,276,275,274,1590286605366
-123,-124,0,0,312,276,276,275,1590286607796
-124,-124,0,0,312,276,276,275,1590286610226
-125,-123,0,0,312,276,274,274,1590286612656
-125,-122,0,-1,312,276,274,272,1590286615140
-123,-124,0,0,312,276,276,275,1590286617576
-124,-124,0,0,312,276,276,276,1590286620006
-123,-123,0,-1,312,277,274,273,1590286622411
-125,-123,0,-1,312,276,273,273,1590286624837
-124,-122,0,-1,312,275,273,273,1590286627266
-123,-122,0,-1,312,277,274,273,1590286629660
-124,-124,0,-1,312,276,274,276,1590286632032
-123,-124,0,0,312,276,276,276,1590286634456
-125,-123,0,-1,312,276,274,273,1590286636886
-125,-122,0,-1,312,275,273,272,1590286639316
-123,-122,0,-1,312,275,274,273,1590286641747
-123,-124,0,0,312,276,276,275,1590286644177
-124,-124,0,0,312,276,276,276,1590286646607
-124,-123,0,0,312,275,273,273,1590286649039
-125,-124,0,-1,312,277,273,275,1590286651430
-124,-124,0,0,312,276,276,275,1590286653856
-125,-123,0,-1,312,275,274,273,1590286656287
-124,-122,0,-1,312,275,273,272,1590286658716
-123,-122,0,-1,312,275,274,273,1590286661146
-123,-124,0,0,312,276,275,274,1590286663577
-123,-124,0,0,312,276,276,275,1590286666006
-124,-123,0,0,312,276,275,275,1590286668437
-125,-122,0,-1,312,277,274,275,1590286670810
-124,-124,0,0,312,276,276,276,1590286673236
-125,-123,0,0,312,275,274,273,1590286675666
-125,-122,0,-1,312,275,273,272,1590286678097
-124,-122,0,-1,312,274,274,273,1590286680526
-123,-122,0,0,312,275,274,273,1590286682956
-123,-124,0,0,312,276,275,275,1590286685387
